Id,ActivityDay,StepTotal,TotalCaloriesBurnt
8053475328,24-04-2016,22988,3577
8053475328,25-04-2016,20500,3403
8053475328,26-04-2016,12685,2846
8053475328,27-04-2016,12422,2852
8053475328,28-04-2016,15447,3062
8053475328,29-04-2016,12315,2794
8053475328,30-04-2016,7135,2408
8053475328,01-05-2016,1170,1886
8053475328,02-05-2016,1969,1988
8053475328,03-05-2016,15484,3023
8053475328,04-05-2016,14581,2918
8053475328,05-05-2016,14990,2950
8053475328,06-05-2016,13953,2859
8053475328,07-05-2016,19769,3331
8053475328,08-05-2016,22026,3589
8053475328,09-05-2016,12465,2765
8053475328,10-05-2016,14810,2926
8053475328,11-05-2016,12209,2809
8053475328,12-05-2016,4998,1505
8253242879,12-04-2016,9033,2044
8253242879,13-04-2016,8053,1935
8253242879,14-04-2016,5234,1705
8253242879,15-04-2016,2672,1632
8253242879,16-04-2016,9256,1880
8253242879,17-04-2016,10204,2112
8253242879,18-04-2016,5151,1829
8253242879,19-04-2016,4212,1763
8253242879,20-04-2016,6466,1931
8253242879,21-04-2016,11268,2218
8253242879,22-04-2016,2824,1651
8253242879,23-04-2016,9282,2132
8253242879,24-04-2016,8905,1976
8253242879,25-04-2016,6829,1909
8253242879,26-04-2016,4562,1813
8253242879,27-04-2016,10232,2008
8253242879,28-04-2016,2718,1580
8253242879,29-04-2016,6260,1854
8253242879,30-04-2016,0,0
8378563200,12-04-2016,7626,3635
8378563200,13-04-2016,12386,4079
8378563200,14-04-2016,13318,4163
8378563200,15-04-2016,14461,3666
8378563200,16-04-2016,11207,3363
8378563200,17-04-2016,2132,2572
8378563200,18-04-2016,13630,4157
8378563200,19-04-2016,13070,4092
8378563200,20-04-2016,9388,3787
8378563200,21-04-2016,15148,4236
8378563200,22-04-2016,12200,4044
8378563200,23-04-2016,5709,2908
8378563200,24-04-2016,3703,2741
8378563200,25-04-2016,12405,4005
8378563200,26-04-2016,16208,3763
8378563200,27-04-2016,7359,3061
8378563200,28-04-2016,5417,2884
8378563200,29-04-2016,6175,2982
8378563200,30-04-2016,2946,2660
8378563200,01-05-2016,11419,3369
8378563200,02-05-2016,6064,3491
8378563200,03-05-2016,8712,3784
8378563200,04-05-2016,7875,3110
8378563200,05-05-2016,8567,3783
8378563200,06-05-2016,7045,3644
8378563200,07-05-2016,4468,2799
8378563200,08-05-2016,2943,2685
8378563200,09-05-2016,8382,3721
8378563200,10-05-2016,6582,3586
8378563200,11-05-2016,9143,3788
8378563200,12-05-2016,4561,1976
8583815059,12-04-2016,5014,2650
8583815059,13-04-2016,5571,2654
8583815059,14-04-2016,3135,2443
8583815059,15-04-2016,3430,2505
8583815059,16-04-2016,5319,2693
8583815059,17-04-2016,3008,2439
8583815059,18-04-2016,3864,2536
8583815059,19-04-2016,5697,2668
8583815059,20-04-2016,5273,2647
8583815059,21-04-2016,8538,2883
8583815059,22-04-2016,8687,2944
8583815059,23-04-2016,9423,3012
8583815059,24-04-2016,8286,2889
8583815059,25-04-2016,4503,2547
8583815059,26-04-2016,10499,3093
8583815059,27-04-2016,12474,3142
8583815059,28-04-2016,6174,2757
8583815059,29-04-2016,15168,3513
8583815059,30-04-2016,10085,3164
8583815059,01-05-2016,4512,2596
8583815059,02-05-2016,8469,2894
8583815059,03-05-2016,12015,3212
8583815059,04-05-2016,3588,2516
8583815059,05-05-2016,12427,3266
8583815059,06-05-2016,5843,2683
8583815059,07-05-2016,6117,2810
8583815059,08-05-2016,9217,2940
8583815059,09-05-2016,9877,2947
8583815059,10-05-2016,8240,2846
8583815059,11-05-2016,8701,2804
8583815059,12-05-2016,0,0
8792009665,12-04-2016,2564,2044
8792009665,13-04-2016,1320,1934
8792009665,14-04-2016,1219,1963
8792009665,15-04-2016,2483,2009
8792009665,16-04-2016,244,1721
8792009665,17-04-2016,0,1688
8792009665,18-04-2016,0,1688
8792009665,19-04-2016,0,1688
8792009665,20-04-2016,3147,2188
8792009665,21-04-2016,144,1720
8792009665,22-04-2016,4068,2419
8792009665,23-04-2016,5245,2748
8792009665,24-04-2016,400,1799
8792009665,25-04-2016,0,1688
8792009665,26-04-2016,1321,1928
8792009665,27-04-2016,1758,2067
8792009665,28-04-2016,6157,2780
8792009665,29-04-2016,8360,3101
8792009665,30-04-2016,7174,2896
8792009665,01-05-2016,1619,1962
8792009665,02-05-2016,1831,2015
8792009665,03-05-2016,2421,2297
8792009665,04-05-2016,2283,2067
8792009665,05-05-2016,0,1688
8792009665,06-05-2016,0,1688
8792009665,07-05-2016,0,1688
8792009665,08-05-2016,0,1688
8792009665,09-05-2016,0,1688
8792009665,10-05-2016,0,57
8877689391,12-04-2016,23186,3921
8877689391,13-04-2016,15337,3566
8877689391,14-04-2016,21129,3793
8877689391,15-04-2016,13422,3934
8877689391,16-04-2016,29326,4547
8877689391,17-04-2016,15118,3545
8877689391,18-04-2016,11423,2761
8877689391,19-04-2016,18785,3676
8877689391,20-04-2016,19948,3679
8877689391,21-04-2016,19377,3659
8877689391,22-04-2016,18258,3427
8877689391,23-04-2016,11200,3891
8877689391,24-04-2016,16674,3455
8877689391,25-04-2016,12986,3802
8877689391,26-04-2016,11101,2860
8877689391,27-04-2016,23629,3808
8877689391,28-04-2016,14890,3060
8877689391,29-04-2016,9733,2698
8877689391,30-04-2016,27745,4398
8877689391,01-05-2016,10930,2786
8877689391,02-05-2016,4790,2189
8877689391,03-05-2016,10818,2817
8877689391,04-05-2016,18193,3477
8877689391,05-05-2016,14055,3052
8877689391,06-05-2016,21727,4015
8877689391,07-05-2016,12332,4142
8877689391,08-05-2016,10686,2847
8877689391,09-05-2016,20226,3710
8877689391,10-05-2016,10733,2832
8877689391,11-05-2016,21420,3832
8877689391,12-05-2016,8064,1849
